model,quantization,prompt_id,language,task,repetition,status,response,cold_start_latency,warm_inference_latency,latency_seconds,memory_gb,cpu_percent,input_tokens,output_tokens,tokens_per_second
tinyllama,fp16,qa_en_16,English,Question Answering,0,ok,"In this sentence, ""How's it going?"" is the first question asked by the person asking the question. The second part of the sentence, ""Do you really want to know?"" implies that the speaker is not interested in answering the question and would rather avoid discussing the topic at hand. This could be interpreted as a sarcastic or dismissive response, indicating that the speaker does not take the request seriously or has no interest in providing an answer.",0.033257,1.960247,2.0399630069732666,0.075836181640625,3.1,62.0,94.0,47.95314059911838
tinyllama,fp16,qa_en_17,English,Question Answering,0,ok,"In this context, ""Not bad"" is a common response to the question ""How's it going?"" It means that you are doing well or have achieved something positive. The phrase ""not bad"" can be used as an answer to any question that asks about your current state of being or progress. It can also be used in other contexts, such as when someone is complimenting you on a job well done or expressing their satisfaction with your performance.",0.032866833,1.978945,2.045644760131836,0.075836181640625,1.6,55.0,95.0,48.005376602179446
tinyllama,fp16,qa_en_18,English,Question Answering,0,ok,"In English conversation, the phrase ""feeling awful"" usually refers to experiencing intense emotions such as sadness, disappointment, or regret. It is used to express a negative state of mind or an unpleasant situation that makes you feel down and dejected. In this context, it can be used to convey how someone feels after experiencing a particularly difficult or painful event.",0.032096125,1.708182,1.773813009262085,0.0758514404296875,3.8,49.0,82.0,48.004252474267965
tinyllama,fp16,qa_en_19,English,Question Answering,0,ok,"In this context, ""pretty uneventful"" means that the person's day was not particularly exciting or eventful. It could be a general description of a mundane or unremarkable day, or it may refer to something specific that did not stand out in any way. The phrase can be used to convey a sense of calmness or normalcy, as if the person is simply going about their daily routine without much excitement or drama.",0.032180625,1.963139,2.028844118118286,0.07586669921875,3.3,52.0,94.0,47.88249838651262
tinyllama,fp16,qa_en_20,English,Question Answering,0,ok,"A ""nightmare"" in a literal sense refers to a dream that you have had during the night. In this context, a nightmare is a disturbing or terrifying experience that you have experienced while sleeping. A nightmare can be described as a vivid and unsettling dream that leaves you feeling scared, anxious, or confused.

In terms of describing an experience as a ""nightmare,"" it means that the experience is so intense and disturbing that it feels like a nightmare. This can be a positive or negative experience depending on how you interpret it. For example, if you have experienced a nightmare that left you feeling traumatized or overwhelmed, this could be considered a positive experience because it has taught you valuable lessons about your own mental health and well-being. On the other hand, if you have experienced a nightmare that was so vivid and unsettling that it felt like a nightmare, this can be seen as a negative experience because it may have caused you to feel anxious or scared in the future. Ultimately, the interpretation of a nightmare depends on your own personal experiences and how they relate to your overall mental",0.032075666,5.41156,5.490507125854492,0.07586669921875,4.6,64.0,256.0,47.30613723214748
tinyllama,fp16,qa_en_21,English,Question Answering,0,ok,"In this context, ""hype"" refers to the anticipation and excitement surrounding a new release or event. When someone uses the phrase ""did not live up to the hype,"" they are referring to a movie that did not meet expectations or exceed expectations in terms of quality or popularity. This can be due to various factors, such as poor marketing, lackluster storytelling, or technical issues. The phrase ""hype"" is often used to describe negative reviews or criticisms of movies, but it can also be used to express disappointment or frustration with a movie that did not meet expectations.",0.0325535,2.751664,2.8191676139831543,0.07586669921875,6.6,54.0,130.0,47.2441402729403
tinyllama,fp16,qa_en_22,English,Question Answering,0,ok,"When used in the context of a party or event, the word ""packed"" refers to having a large number of people present at the same time. It can also refer to the physical space where the event is held, such as a venue or room. In this context, it means that there are many people gathered together in one place, often with limited space for movement and socializing.",0.033158375,1.685843,1.752476930618286,0.07586669921875,1.6,48.0,81.0,48.04717877050235
tinyllama,fp16,qa_en_23,English,Question Answering,0,ok,"The idiom ""give me a hand"" means to offer assistance or help in some way, usually with physical labor or tasks. It can be used as a greeting or a request for someone to assist you in doing something. For example:

- ""Can you give me a hand with that?""
- ""I'm having trouble with this project. Can you help me out?""
- ""Give me a hand with that, will you?""

The phrase can also be used as a response to someone asking for assistance or help:

- ""Thanks for helping me with that.""
- ""Can you give me a hand with that?""
- ""I'm glad I could help you out.""",0.03306525,3.165386,3.2311699390411377,0.0759124755859375,2.3,48.0,151.0,47.70350282714336
tinyllama,fp16,qa_en_24,English,Question Answering,0,ok,"In conversation, the phrase ""just a sec"" means that you will be back with something soon or that you have just finished doing something and are waiting for something else to happen. It is typically used to indicate that you are not currently available or busy, but will return shortly. For example:

- Hey, I'm just about done with this report. Just a sec, I'll be back in a minute.
- I'm on my way out, just a sec.
- I'll be right there, just a sec.
- Wait, just a sec, I have to check something first.

Note that the phrase ""just a sec"" is not always used in this context, and it may vary depending on the speaker's tone and the situation at hand.",0.033526541,3.499405,3.569573163986206,0.0759429931640625,3.5,45.0,166.0,47.43663565663306
tinyllama,fp16,qa_en_25,English,Question Answering,0,ok,"The question ""What have you been up to lately?"" is asking for information about what the speaker has been doing or experiencing recently, typically at a specific time and date. In this context, it means:

- What activities or events have you been involved in lately?
- Have you been spending any time with friends or family late at night?
- Are you working late or studying late?
- Have you been doing anything interesting or exciting recently?

The question can be used to ask about a specific event, activity, or experience that occurred late at night.",0.033132292,2.570296,2.637125015258789,0.0759429931640625,2.6,50.0,123.0,47.854410542598984
tinyllama,fp16,qa_en_26,English,Question Answering,0,ok,"The idiom ""taking it easy"" means to be relaxed, calm, and not too stressed or anxious about something. It is often used in casual conversation to express a sense of ease and comfort. For example:

- ""I'm feeling a bit overwhelmed today, so I'll take it easy and enjoy my coffee."" - ""I've been feeling a bit down lately, but I'm taking it easy and going for a walk in the park."" - ""My boss is being really demanding lately, but I'm taking it easy and trying to stay positive.""

Note that this idiom can also be used in formal or business settings.",0.032805917,3.13796,3.204353094100952,0.075958251953125,5.8,49.0,148.0,47.16439980114469
tinyllama,fp16,qa_en_27,English,Question Answering,0,ok,"In English, the phrase ""What's the matter?"" is used to inquire about someone's current or past state of mind. It can be used as a question in formal or informal contexts. Here are some examples:

- ""What's the matter? Are you okay?""
- ""Can I help you with anything else?""
- ""I'm sorry to hear that.""
- ""Is everything alright?""
- ""What's going on?""

In general, it is best to ask this question when you are unsure of someone's current state of mind or if they need some support. It shows that you care about their wellbeing and want to help in any way possible.",0.033147291,3.368462,3.436876058578491,0.0759735107421875,100.0,51.0,153.0,45.42132284704414
tinyllama,fp16,qa_en_28,English,Question Answering,0,ok,"In English, the phrase ""found out"" means to learn or discover something through observation, investigation, or experience. It is a simple and straightforward way of expressing knowledge gained from observation or experience. In casual conversations, you can use this verb in various ways depending on your context:

1. Informal: ""I found out that my friend's new car broke down yesterday.""
2. Friendly: ""Did you know that I just found out that my friend is going to be moving to another city soon?""
3. Business-related: ""I found out that our company has been awarded a contract for a major project.""
4. Academic: ""I found out that the professor gave us an assignment on Monday, but I didn't realize it until today.""

In formal or academic settings, you may use more complex expressions such as ""discovered,"" ""uncovered,"" or ""identified"" to convey a similar meaning.",0.03331275,4.461954,4.529553174972534,0.07598876953125,22.0,50.0,201.0,45.04752850432792
tinyllama,fp16,qa_en_29,English,Question Answering,0,ok,"In English, the phrase ""I'd rather not talk about it"" means that you prefer to avoid discussing or sharing information related to a particular topic. It can be used as an expression of preference or disinterest when someone wants to avoid talking about something. For example:

- ""I'd rather not talk about the weather today"" - This indicates that you don't want to discuss the current weather conditions, and prefer to focus on other topics.
- ""I'd rather not talk about my work schedule for tomorrow"" - This means that you don't want to share your upcoming work schedule with someone else.
- ""I'd rather not talk about politics today"" - This indicates that you don't want to discuss current political issues or debates, and prefer to focus on other topics.

In some cases, the phrase can also be used as a way of expressing disinterest in something without directly saying ""no."" For example:

- ""I'd rather not talk about that movie you recommended"" - This means that you don't want to discuss the movie you recommended, but instead prefer to focus on other topics.",0.032967334,5.616584,5.684071063995361,0.0760040283203125,21.8,51.0,246.0,43.798864220672215
tinyllama,fp16,qa_en_30,English,Question Answering,0,ok,"Yes, artificial intelligence (AI) can process data in various ways. It has the ability to analyze large amounts of data, identify patterns and trends, make predictions, and make decisions based on that information. AI systems are designed to learn from data and improve their performance over time. They can also be programmed to understand natural language, such as spoken or written text, and perform tasks like translation, summarization, and question answering. In summary, AI is capable of processing data in various ways, including analyzing large amounts of data, identifying patterns and trends, making predictions, and making decisions based on that information.",0.05189575,3.03155,3.1252589225769043,0.076019287109375,20.6,42.0,132.0,43.54208243307878
tinyllama,fp16,qa_en_31,English,Question Answering,0,ok,"The most common way to order food in an English-speaking restaurant is to use a menu or ordering app, such as an online menu or a mobile app. Some popular options include:

1. Online menus: Many restaurants now offer online menus that allow customers to browse and select their preferred dishes from a list of options.

2. Mobile apps: Restaurant apps are becoming increasingly popular, allowing customers to order food directly through their smartphones or tablets. Some popular options include Uber Eats, Grubhub, and DoorDash.

3. Ordering kiosks: Some restaurants have installed ordering kiosks at the entrance of the restaurant, where customers can use a touchscreen to select their preferred dishes and place their orders.

4. Voice-activated assistants: Many restaurants now offer voice-activated assistants such as Alexa or Google Assistant that allow customers to order food directly from their smart speakers.

5. Online ordering websites: Some restaurants also have online ordering websites where customers can browse and select their preferred dishes from a list of options, and then place their orders through the website.",0.033384709,5.814225,5.881933927536011,0.0760345458984375,17.1,51.0,255.0,43.857951833649366
tinyllama,fp16,qa_en_32,English,Question Answering,0,ok,"When ordering food, the phrase ""to start off"" means to begin with or to get started. It is used to indicate that you want to order a specific dish or item from the menu. For example:

- ""To start off with, can I have a salad?""
- ""Can I have the chicken and mushroom pasta with garlic bread?""
- ""Starting with dessert, what's your favorite?""

In this context, it is used to indicate that you want to begin with a specific dish or item on the menu.",0.03353725,2.773398,2.841158151626587,0.0760498046875,14.3,48.0,122.0,43.98935890196791
tinyllama,fp16,qa_en_33,English,Question Answering,0,ok,"In the context of sharing food, the word ""split"" usually refers to dividing a meal or portion of food between two people. In restaurants, this is often done by placing a small plate or bowl on each person's table and asking them to take a portion of the food they want. The server will then bring out additional plates or bowls for each person as needed. This practice is commonly used in formal dining situations where guests are expected to share their meals with others.",0.034125167,2.369828,2.4380738735198975,0.0760498046875,15.7,47.0,104.0,43.885041446045875
tinyllama,fp16,qa_en_34,English,Question Answering,0,ok,"Yes, the Earth is a round planet. The term ""round"" refers to its spherical shape rather than its being flat or elliptical. The Earth's surface is not perfectly circular, but it is approximately spherical in shape.",0.033521125,1.098025,1.1684579849243164,0.0760498046875,12.3,39.0,50.0,45.536303818219075
tinyllama,fp16,qa_en_35,English,Question Answering,0,ok,"The phrase ""To be honest..."" introduces a statement that is not necessarily true or accurate, but is meant to convey honesty and openness. It can be used in conversation to express a genuine lack of knowledge or understanding about a topic, as well as to acknowledge the possibility of misinformation or incomplete information. In this context, it could be interpreted as a way for someone to admit that they may not have all the facts or information necessary to make an informed decision, and to take responsibility for their own lack of clarity.",0.03424325,2.449595,2.5179450511932373,0.0760498046875,15.7,49.0,110.0,44.9053823183016
tinyllama,fp16,qa_en_36,English,Question Answering,0,ok,"Decaf coffee is a type of coffee that has been roasted without the addition of caffeine, which means it does not contain any caffeine at all. It is typically made by removing the caffeine-containing beans from the coffee bean mixture before roasting and grinding them into a fine powder or granules. Decaf coffee is often used as an alternative to regular coffee for those who are sensitive to caffeine, as it does not contain any of the stimulating effects that caffeine can have on the body.",0.034355916,2.739001,2.8094840049743652,0.0760498046875,100.0,42.0,120.0,43.81159408119968
tinyllama,fp16,qa_en_37,English,Question Answering,0,ok,"In the context of a restaurant, ""the check"" refers to the total amount of money that has been paid for all items ordered and/or served at the end of the meal. It may also refer to the final bill or total cost of the meal. The term is commonly used in formal business settings such as restaurants, hotels, and other hospitality establishments.",0.03445375,1.781989,1.8556420803070068,0.0761260986328125,16.8,44.0,79.0,44.33248465619036
tinyllama,fp16,qa_en_38,English,Question Answering,0,ok,"A 'slice' of apple pie refers to a small piece of the pie that has been cut off and served as a snack or dessert. It may be served on its own, with a scoop of vanilla ice cream or whipped cream, or it can be used as a base for other desserts like pies or tarts. The slice is typically about 1-2 inches in diameter and is cut from the center of the pie, leaving a small border around the edges.",0.033937125,2.354324,2.426079034805298,0.076141357421875,15.8,44.0,105.0,44.598789291533365
tinyllama,fp16,qa_en_39,English,Question Answering,0,ok,"Yes, 'Nope' is considered a formal and standard word in English. It is commonly used as an interjection that expresses disagreement or disapproval, but it can also be used as a noun to indicate refusal or rejection. The use of 'No' as a verb (to refuse) is not common, but it is still acceptable in some contexts. Overall, 'Nope' is considered a formal and standard word in English.",0.036094458,2.22177,2.292781114578247,0.076141357421875,18.9,49.0,99.0,44.55906777029126
tinyllama,fp16,qa_en_40,English,Question Answering,0,ok,"In the context of a conversation, ""Great!"" is an affirmative and positive response to ""How's it going?"" It means that you are happy with how things are going so far. In this case, ""Great!"" could be interpreted as a confirmation or agreement that the speaker is satisfied with their current situation.",0.035608834,1.541619,1.6220669746398926,0.076141357421875,15.2,59.0,69.0,44.75814063007786
tinyllama,fp16,qa_bn_01,Bangla,Question Answering,0,ok,"In Bengali, the name of the President of Bangladesh is not explicitly mentioned in the given text. However, it can be inferred from the context that the person being referred to is likely to be the current president of Bangladesh.",0.034077458,1.132029,1.212684154510498,0.076141357421875,15.0,65.0,51.0,45.05184937841699
tinyllama,fp16,qa_bn_02,Bangla,Question Answering,0,ok,"বাংলাদেশ (Bangladesh) is a country located in South Asia. Its official name is the People's Republic of Bangladesh, and its capital city is Dhaka. The country has a population of over 160 million people as of 2021. Bangladesh is known for its diverse culture, including Bengali cuisine, Bengali literature, and Bengali music. It is also home to the world's largest floating market, the Chittagong Hill Tracts, which are a UNESCO World Heritage Site.",0.036012291,2.906527,2.988737106323242,0.076141357421875,17.4,72.0,128.0,44.03881333288836
tinyllama,fp16,qa_bn_03,Bangla,Question Answering,0,ok,"বাংলাদেশের মুক্তিযুদ্ধ (প্রতিটি বাইরে সহজ একটি চারটি) কি না?

The number of years that Bangladesh's military victory has been recorded is not mentioned in the given text.",0.033860084,2.240403,2.320582151412964,0.076141357421875,12.1,79.0,101.0,45.08117512786762
tinyllama,fp16,qa_bn_04,Bangla,Question Answering,0,ok,"I do not have access to current news or events. However, jatiyoswabhoto is a traditional form of indian classical music that is performed in various regions and states across india. It is often associated with the state of jharkhand and is considered an important part of the cultural heritage of the region. The word ""jatiyoswabhoto"" means ""music of the state of jharkhand"".",0.034076792,2.084581999,2.1665143966674805,0.076141357421875,13.2,78.0,94.0,45.09297309728903
tinyllama,fp16,qa_bn_05,Bangla,Question Answering,0,ok,"বাংলাদেশের জাতীয় পশুর নাম হিসেবে বলা হয়, ""ইসলামবার"" (Islambār)।",0.034874458,1.448199,1.5174942016601562,0.076141357421875,100.0,66.0,66.0,45.57384724060713
tinyllama,fp16,qa_bn_06,Bangla,Question Answering,0,ok,"Muḥammad is the name of a Prophet in Islam, and his name is often used as a title or honorific. In this context, it refers to the legal system that Muslims follow regarding inheritance and succession. The term ""poverty-stricken"" does not refer to any specific person or situation, but rather to a general condition of poverty or lack of wealth.",0.035295791,1.974017,2.0558347702026367,0.076202392578125,37.5,76.0,83.0,42.04624377601611
tinyllama,fp16,qa_bn_07,Bangla,Question Answering,0,ok,"In Bengali, the name of the national flag of Bangladesh is ""Jatiyo Maitri"" (National Flag).",0.035323667,0.614588,0.695267915725708,0.076202392578125,36.5,69.0,28.0,45.5589760945544
tinyllama,fp16,qa_bn_08,Bangla,Question Answering,0,ok,বাংলাদেশ (Bangladesh) হিসাবে জাতীয় খেলার নাম কী নেওう. এই নাম আগ্রহী অনুপ্রেসিয়েশনের বিভিন্ন উদ্যানে চলছে।,0.0448815,2.763559,2.84147310256958,0.0761871337890625,16.0,69.0,124.0,44.86967710839537
tinyllama,fp16,qa_bn_09,Bangla,Question Answering,0,ok,"বাংলাদেশের জাতীয় কবি কে বলেছে, ""আমি এই স্ট্রিবিউট ও প্রোগ্রামিং অ্যাপ্লিকেশনের সহজ একটি চারটি ব্যবহার করা হয়। আমি এই প্রোগ্রামিং অ্যাপ্লিকেশনের সহজ একটি চারটি ব্যবহার করা হয়।""",0.033354458,5.031884,5.102477073669434,0.076202392578125,14.3,61.0,228.0,45.311060429850926
tinyllama,fp16,qa_bn_10,Bangla,Question Answering,0,ok,"বাংলাদেশের স্বাধীনতা দিবস (Bangla Desh Divas) হচ্ছে ২৬০ বছর থেকে ৩০ জুলাই ২০২০ (সাল ২০২০) বছর পরিবর্তনের কথা। এটি স্বাধীনতা দিবস, যা বাংলাদেশ অভিযোগ প্রদর্শনী করা হয়েছে। এই দিবসে বাংলাদেশ থেকে অনুমো",0.033271458,5.722421,5.790527820587158,0.076202392578125,12.6,68.0,256.0,44.736310033812615
tinyllama,fp16,qa_bn_11,Bangla,Question Answering,0,ok,"Bangladesh's New Year (Jashn-e-Barisha) is celebrated on the first day of the Bangla month of Sharad. The date of Jashn-e-Barisha varies from year to year, but it usually falls between September 20 and October 19.",0.034335334,1.544187,1.611250877380371,0.076202392578125,15.6,62.0,70.0,45.33129731049413
tinyllama,fp16,qa_bn_12,Bangla,Question Answering,0,ok,"In Bangladesh, the Bengali language is one of the official languages. It is spoken by over 160 million people in Bangladesh, making it the most widely spoken language in the country. The Bengali script is also used for writing in Bangla, which is a member state of the South Asian Association for Regional Cooperation (SAARC).

The Bengali language has a rich cultural heritage and is known for its vibrant literature, music, and art. It is also an important language for communication between different communities in Bangladesh, particularly in rural areas where it is spoken by many people. The government of Bangladesh has been working to promote the use of Bengali as a first language among the younger generation, with initiatives such as providing free education in the language and promoting the use of Bengali in public spaces.",0.034886875,4.028125,4.109045028686523,0.076202392578125,18.5,70.0,179.0,44.43754848719938
tinyllama,fp16,qa_bn_13,Bangla,Question Answering,0,ok,বাংলাদেশের মুদ্রার নাম হলো সিএনপি।,0.034539208,0.845348,0.91485595703125,0.076202392578125,16.7,62.0,39.0,46.134846240838094
tinyllama,fp16,qa_bn_14,Bangla,Question Answering,0,ok,"Jaakat khay, is a Bengali word that means ""helpful."" It's used as a greeting or salutation in Bengali culture and can be used to express gratitude or appreciation.",0.0347325,1.127822,1.2001142501831057,0.076202392578125,24.9,43.0,48.0,42.559907503134355
tinyllama,fp16,qa_bn_15,Bangla,Question Answering,0,ok,"In Bengali, ""প্রধান নদী"" (pradhan nadi) is a term used to refer to the main river or waterway that flows through a country. In Bangladesh, ""প্রধান নদী"" refers to the largest river in the country, the Ganges-Brahmaputra-Meghna (GBM) river system. The GBM is one of the longest rivers in the world and flows through Bangladesh, India, and Nepal before merging with the Brahmaputra River in Assam, India.",0.034202875,3.09237,3.161413192749023,0.0762176513671875,25.0,68.0,135.0,43.655836785378206
tinyllama,fp16,qa_bn_16,Bangla,Question Answering,0,ok,"In Bengali, the name of the most significant river in Bangladesh is ""Brahmaputra"".",0.0344875,0.51995,0.6005592346191406,0.0762176513671875,18.7,80.0,24.0,46.15828445042792
tinyllama,fp16,qa_bn_17,Bangla,Question Answering,0,ok,"পৃথিবী (Prothomi) is a Sanskrit word that means ""the land of the living."" It refers to the state of India, which is known for its rich cultural heritage and diverse population. Purna means ""complete,"" while viri means ""living."" Thus, purnavi prathi bhavi (complete living) refers to the state of India as a whole, including all its people and their culture.",0.0333975,2.272059,2.352008104324341,0.0762176513671875,15.1,75.0,100.0,44.01294156533787
tinyllama,fp16,qa_bn_18,Bangla,Question Answering,0,ok,বাংলাদেশের জাতীয় সংসদের নাম হিসেবে বাংলা অভিধান। একটি সংসদ প্রশ্নের জন্য আপনি বাংলা ও বাংলাদেশ অভিধানের নাম স্কুলের নাম এবং প্রশ্ন নামের জন্য আপনি বাংলাদেশের জাতীয় সংসদের নাম প্রশ্ন করতে হবে।,0.032717125,5.378528,5.458709001541138,0.0762176513671875,24.2,70.0,236.0,43.87817633374782
tinyllama,fp16,qa_bn_19,Bangla,Question Answering,0,ok,"In Bangladesh, there are 167 districts.",0.033539958,0.280804,0.3488020896911621,0.0764007568359375,0.0,69.0,14.0,49.85683964615889
tinyllama,fp16,qa_bn_20,Bangla,Question Answering,0,ok,"পৃথিবী (Bengali: পৌঁচবী) is a state in India, located in the eastern part of the country. It is known for its scenic beauty and rich cultural heritage, including the ancient temples and palaces of the Mahabharata era. The state has a population of over 100 million people, making it one of the most populous states in India.",0.032702208,2.147781,2.226724147796631,0.0765228271484375,12.9,71.0,101.0,47.025278648055824
tinyllama,fp16,qa_bn_21,Bangla,Question Answering,0,ok,"In Bangladesh, there are no specific regions or districts with the highest number of departments. The country has a diverse range of administrative units, each with its own jurisdiction and responsibilities. However, some popular departments in Bangladesh include:

1. Ministry of Education (বাংলাদেশ পরিচালক সম্পাদনা) - responsible for education policy-making, curriculum development, and teacher training.
2. Ministry of Health (বাংলাদেশ সঙ্গীত ও সঙ্গীতিক বিভাগ) - responsible for healthcare services, including hospitals, clinics, and public health programs.
3. Ministry of Agriculture (বাংলাদেশ জ্যামিতি ও সরকারি অনুপ্রেসিডিয়ন) - responsible for agricultural development, including farming practices, irrigation systems, and food",0.033272875,5.647179,5.727524042129517,0.0765228271484375,11.5,79.0,256.0,45.332368603863976
tinyllama,fp16,qa_bn_22,Bangla,Question Answering,0,ok,"In Bangladesh, there are no specific regions or districts called ""low-lying areas."" The term ""low-lying areas"" refers to the low-lying coastal regions of Bangladesh that are prone to flooding and erosion due to the country's geography.",0.033710958,1.312113,1.392836093902588,0.0587005615234375,6.5,81.0,61.0,46.48989835479109
tinyllama,fp16,qa_bn_23,Bangla,Question Answering,0,ok,"Yes, one day (one Saptah) in a lunar calendar is counted as 10 days.",0.033050583,0.512092,0.5916957855224609,0.0587615966796875,11.0,68.0,24.0,46.866578661646734
tinyllama,fp16,qa_bn_24,Bangla,Question Answering,0,ok,পৃথিবীর সবচেয়ে বড় মরুভূমি কাজের প্রথম কোনটি হলো। এই অসমীয়া বাংলা ও ভাষায় সবচেয়ে প্রদান করা হয়। এই অসমীয়া বাংলা ও ভাষায় সবচেয়ে প্রদান করা হয়। এই অসমীয়া বাংলা ও ভাষায় সবচেয়ে প্,0.033696792,5.55517,5.636600017547607,0.0587615966796875,11.5,82.0,256.0,46.08319817395327
